Country,Category,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"South Asia",2,SAS,1353093906903.17,1426282230776.06,1543297817312.1,1648044722628.58,1783840940304.18,1946499042983.44,2116703190005.45,2232573631189.86,2380952920302.2,2602187621855.9,2769939330189.75,2953399065060.68,3109662482752.78,3399175742351.87,3755966275516.24,4216469572810.59,4719773451093.72,5276706926459.93,5585555253763.37,6050167613274.55,6668189273153.27,7229809168063.42,7765110476871.95,8367484104815.02,9109743004506.26,9904845480519.59,10714954609781.6,11613390508172.9
"Saudi Arabia",1,SAU,448031251846.833,532422116413.538,566273454649.818,571840336534.285,587272839686.058,600792985272.022,627895509248.729,645691179128.701,671583518835.87,656200537643.885,708886507442.37,716262934962.436,706755778969.597,801887161201.641,889509353480.591,969305767264.877,1026943945090.47,1073748199014.62,1163234174787.24,1147932152272.37,1220508933141.75,1370239542676.01,1470995695088.17,1535099554035.87,1619725082851.05,1704523727389.74,1755109840120.11,1773549391288.6
"Sudan",1,SDN,29203441165.3719,32441934972.2524,35364096081.6966,37859638904.4212,39054403920.3458,42259930390.3673,45578490724.1614,51257155918.7007,54045811025.9244,56576192780.6922,61535542493.3515,67029065331.8121,72432321961.7186,79590721488.151,84954983757.8478,94256168924.11,106929643208.769,122423623628.622,134563909169.944,139981320353.44,146606716305.81,146689215152.158,150170470215.491,159301875661.353,166505781932.987,176568859414.847,187226136742.269,198758244818.052
"Senegal",1,SEN,9009311435.75052,9547114128.43622,9886086762.28678,10252958538.0708,10469340608.6224,11260928942.4303,11697223607.7011,12269101439.6335,13133820896.3621,14182883649.8866,14967859667.883,16010253128.1506,16362475541.7815,17804099920.2996,19367642308.635,21114828359.0913,22299256818.0431,24023268373.3703,25396528154.3336,26209474353.0661,27638351228.2099,28705773660.7836,30524137442.734,32088891676.4952,33995899912.2698,36583450644.9894,39548038257.9879,42992086557.7219
"Singapore",1,SGP,67640530139.5625,74565682268.1464,81670835091.8568,93260868694.3927,105651598365.799,115435258406.655,126395820977.563,139218075542.212,137597405922.866,148218278105.567,165078892216.224,167233021660.571,176951711488.029,188485118533.824,212161624552.274,235388590607.797,264116995045.653,295851581505.026,307047489327.509,307512556122.456,358706830359.774,389363416963.897,412727424136.761,440828543547.21,466168535628.178,481784218043.075,499626627772.056,527020998479.363
"Solomon Islands",1,SLB,379559577.958417,415741252.944941,479180387.618507,510089105.141224,568839176.130264,628457994.178361,650202871.303428,651810107.470342,670637525.890421,677614408.556512,594155198.984859,559210037.477647,551896344.935543,599490074.328367,646147089.801064,703093750.732051,775036667.338687,853905541.901806,932424496.362973,895087023.177741,967710415.310018,1118021978.56451,1190484991.00097,1246218676.98514,1297128540.57677,1344528752.08555,1408750243.97063,1480540208.12679
"Sierra Leone",1,SLE,3485536986.02371,3686260662.34281,3053448848.60575,3169068146.82122,3173482836.62504,2980505705.55567,3088143443.51893,2956398153.64531,3041827489.94775,3027249436.07307,3302112539.45804,3163055267.32931,4060033844.75953,4526648910.35362,4957997408.97507,5348077354.8377,5745222948.61942,6373401942.91737,6849226813.06798,7121257359.12557,7593618512.25702,8239839598.10149,9665618312.27953,11856363227.5989,12619109866.5295,10128385557.3559,10878750020.4523,11534933235.6234
"El Salvador",1,SLV,15435547041.443,16187661320.8088,17718621817.14,19195814652.963,20523727761.2532,21943844972.0116,22527147724.2092,23631000003.0491,24521471549.232,25434626976.4476,26306322641.0483,27141867482.4531,27994191350.2874,28998465919.7453,30061260085.22,31868609938.6306,34274239789.9769,35841063289.9582,37321501835.9576,36821475267.818,38056204916.1906,40322505966.1883,42220874578.4815,43921768259.9861,45594947084.3661,47185228310.3587,49020403589.7086,51061468810.9587
"San Marino",1,SMR,,,,,,,,1308141732.91972,1421685091.19757,1573293210.18394,1644666995.40944,1775532577.8609,1808946282.10161,1916607891.77172,2059644551.86986,2176533521.4195,2329898366.67305,2562453109.0788,2655832673.35807,2332813423.07121,2251374814.8755,2080937193.28879,1959295541.51547,1930559925.60645,1947871761.74252,1978553346.43115,2023156076.02579,2085016139.70687
"Somalia",1,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Serbia",1,SRB,,,,,,37181996271.8931,38779334537.4053,42276961061.8967,43774448865.694,39045868374.338,43032955835.1287,46092715275.7484,50983038400.0794,53840435249.0652,60207848149.7154,64787068588.495,71235806793.3226,77317534265.1035,87627971908.9818,86587636368.0247,88132323709.9218,93811207287.0893,94365377045.0945,98578829452.2966,98197902265.6092,98598303462.1696,102451265400.701,105966213105.946
"Sub-Saharan Africa (excluding high income)",2,SSA,831551961383.787,861138699536.679,870222108559.863,895356293133.575,930039692158.101,980329683057.213,1051693685142.22,1108543279363.35,1148944600201.92,1192778056524.28,1263583131399.31,1345920780662.85,1416924462283.31,1518396335308.93,1751196196058.05,1908284257936.61,2104513971992.33,2314858162289.43,2490466247786.45,2592376451071.7,2773552099592.18,2969804241670.53,3139869792613.49,3355778634655.61,3585484284153.62,3745576103563.76,3851597632392.32,4035766144871.72
"South Sudan",1,SSD,,,,,,,,,,,,,,,,,,,,,,35254040080.2178,17080147465.3575,22445378164.5413,23515500505.6474,23728929186.5095,20707189262.1778,
"Sub-Saharan Africa",2,SSF,832189999441.706,861816416507.656,870965735309.357,896165233877.908,930859048844.642,981158883503.441,1052579505249.45,1109552812267.84,1150051421302.14,1193922813727.4,1264771447073.1,1347107847024.01,1418144079108.99,1519565677522.23,1752361416935.92,1909595818853.45,2105993392819.34,2316535845039.46,2492138558985.97,2594041885901.05,2775338320568.38,2971776201117.42,3141903223023.63,3357969315450.09,3587814701831.34,3748048233061.72,3854214296807.75,4038542065321.67
"Small states",2,SST,,,,,,,,,,,288877787541.816,307722309508.415,327205717799.667,349215068158.285,390304235027.212,425177148930.93,486394384447.309,544289955262.194,595829629062.427,610695508081.995,663595785733.644,724856654665.508,763181875877.924,798642171965.425,832637334093.074,861598471750.972,885642781738.868,918309256741.299
"Sao Tome and Principe",1,STP,,,,,,,,,,,,231641977.690322,240788338.240589,261733571.187279,279236542.592865,308667126.363582,347151651.502599,367986064.365254,405919411.62671,418925646.518635,452334225.204011,481978562.17599,506279459.277949,539225902.634704,584856047.562901,613782128.829746,647591259.608551,684788902.687445
"Suriname",1,SUR,2777164206.71396,2949437974.68803,3010595478.48338,2858621634.05524,3014256772.62724,3110864736.60561,3208023112.95539,3450106175.08802,3542100946.35213,3564980590.32024,3643598023.38785,3896308451.51133,4126232672.11527,4461450152.70025,5008435906.45944,5405876443.3951,5786041717.55058,6243651545.84194,6629902341.89779,6881574791.91876,7325663731.4624,7914263443.50122,8276891763.35423,8657283108.53786,8835169756.69182,8698996308.75776,8356934048.23339,8515424615.66119
"Slovak Republic",1,SVK,,,37853618786.4592,39563464273.744,42912803687.6081,46367700055.1161,50287823841.9122,54176017147.7261,57163919313.7942,57741226845.9525,61188017705.078,66599289568.6945,71483327516.9793,75972949863.1162,81624372123.987,89275283992.8105,101373901999.64,113734989438.9,127442872560.147,124183999612.065,134713523922.677,139467276321.22,144098039410,151020664842.28,156748883422.742,160121695945.836,165424192946.731,171990237347.408
"Slovenia",1,SVN,,,,,,26972995864.9614,28375434452.1109,30313427178.3787,31760795772.2271,33844952075.2951,35895116495.0274,37791507495.1212,40498975974.0505,42174185311.7036,45501958514.5479,47901860735.7388,51710042491.6877,55701921138.8658,59879849602.9436,56031844984.4916,56881816769.6747,59131529881.2443,59453701344.6101,61380032248.9401,63620535892.4832,64935942923.6418,67574517953.545,72063812126.1772
"Sweden",1,SWE,172100859319.624,175791387034.109,177715503170.391,178185555674.651,189416092831.675,201148371488.683,208649016181.861,216309607340.078,225552996638.883,240476901750.502,259738426001.449,263842149329.804,272994495761.742,281920908297.466,301643205235.752,306709165411.108,339821163780.857,371163314298.902,385875885893.883,368645726989.02,390392382721.825,413450885918.452,425753757928.578,438479748201.87,451103575734.11,469295539331.294,485284049907.731,505482949468.992
"Eswatini",1,SWZ,2994207942.45019,3148334310.78399,3323989342.09545,3508779157.52563,3669478218.6481,3926781139.00584,4152089859.30926,4354189246.73333,4516058674.67395,4720471521.65139,4912865982.40391,5077825423.01536,5381604483.59412,5701898396.56206,6070998411.65314,6642244983.85737,7256554924.47042,7780097383.05792,7997892974.70022,8184753278.17064,8599019602.86413,8973786731.61092,9570284931.96651,10349259077.5939,10738426380.7779,10897333933.0057,11187416157.8808,11616558806.8657
"Sint Maarten (Dutch part)",1,SXM,,,,,,,,,,,,,,,,,,,,,,1214600998.53945,,,,,,
"Seychelles",1,SYC,638672923.828541,678148149.695594,743279305.763202,808118129.505414,818724183.294712,828899402.494151,885536862.214923,1008429738.33329,1105035826.16719,1142949342.35242,1186659356.34856,1186136995.74925,1218952357.39975,1170066713.15326,1167970982.94167,1314121206.81682,1481900000.18051,1679883647.77057,1676063693.41315,1670126997.87803,1791195218.17452,1972370136.58509,2034028506.29564,2191264517.93894,2331073900.41627,2472695070.52044,2617008510.75248,2775988858.48776
"Syrian Arab Republic",1,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Turks and Caicos Islands",1,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chad",1,TCD,4275313690.56475,4794667827.33607,5296352663.30467,4570521763.00625,5140957018.32379,5313077101.49549,5529874707.73113,5942494824.44332,6424566558.31205,6478341584.90664,6567471998.92685,7500231190.10462,8262006050.97005,9667313925.85274,13273590051.449,16075362213.0523,16676652291.4241,17680570346.4353,18577715352.2936,19508303017.4763,22422247379.3592,22904148162.6154,25398008886.9034,27279255628.699,29684874520.0996,30837277516.908,29277054648.3871,28923504310.9224
"East Asia & Pacific (IDA & IBRD countries)",2,TEA,2304628434337.31,2565028797380.07,2893188562444.98,3270983506051.14,3683884296801.58,4120551731370.93,4564405512411.38,4954432331996.09,5051960360524.88,5429550979680.88,5961508053756.64,6493106919752.68,7097823712723.62,7856106272173.34,8778270011835.54,9916303383731.46,11288005464152.3,12953285872084.7,14293128090981.8,15469307341322.3,17161204983101.9,18960036280128,20745656497791,22575338024770.6,24508707649251,26364451517022.5,28374194686598.4,30768898785851
"Europe & Central Asia (IDA & IBRD countries)",2,TEC,2753863682430.92,2682945880390.96,2493409406834.5,2422639714045.38,2240734265049.48,2266357047921.42,2323957956971.28,2437193648936.52,2476160965607.57,2565964433695.98,2840302443602.97,3002246671510.57,3207656005524.67,3515658416439.44,3923372563415.68,4364140929435.91,5168654549392.98,5769715736571.9,6601055064968.95,6462220371930.62,6950782599790.63,7886751622168.59,8333375987321.44,8702713394957.58,8972980517283.77,8986117628013.11,9192288334935.48,9723673474979.3
"Togo",1,TGO,3304619211.91975,3390712707.48336,3329955272.10578,2894539138.33107,3399039737.5241,3742177817.86022,4147196523.17524,4824639025.02682,4764833768.47837,4957812018.41044,5030900676.42099,5061841787.81039,5092152977.38652,5451009596.01124,5719583829.38339,5973306079.85577,6406321794.62261,6727454495.99146,7012076136.58358,7313342264.20068,7698450388.81623,8241131319.98898,8797505605.91629,9294290177.57576,10016621876.3453,10670473872.5743,11389964268.5493,12240254077.6467
"Thailand",1,THA,243215537786.212,272818848262.099,301593607438.118,334245996723.346,368657365748.74,406906676711.702,437754737698.943,432986648587.43,404273905375.847,429228080625.76,458555456768.011,485159173184.705,522896781581.57,571666033692.533,624327609195.344,671403300381.792,726410104497.896,786274106453.439,815532397601.445,816049899794.019,888080235460.14,914029309163.43,998286852028.509,1041670286076.64,1070803256823.71,1115106224481.17,1166405165176.7,1233736125772.73
"Tajikistan",1,TJK,12446712432.3946,11947871795.0984,8676362870.00875,7426017661.93806,5968650007.28533,5337587767.19439,4527378627.46275,4683147387.2124,4984872062.24009,5248419429.87029,5813379712.82597,6552338746.44528,7371441237.98615,8345459218.17143,9458154638.54549,10416569969.9263,11488156610.0931,12713819079.5002,13987308627.1845,14629087509.6116,15770264219.8643,17286955072.7244,18925793765.0858,20654573839.5268,22433790798.9025,24037694342.8933,26024128951.6064,28373345124.0616
"Turkmenistan",1,TKM,19802771781.7567,19519584833.4865,16976652717.478,17641280281.9774,14899844446.4291,14115437090.2072,15336119979.2953,13820357997.8489,14962238782.4255,17697758638.1326,19090401207.4202,20373608062.7949,20739569517.0896,21844587697.9027,23567607045.7436,27498116718.1891,31451328623.2227,35859220071.8351,41937346902.3973,44833439597.9509,49556065690.8234,58014358231.6118,65641226951.2501,73504873903.7824,82530923869.8163,88848600565.8813,95561023141.4276,103603699530.78
"Latin America & the Caribbean (IDA & IBRD countries)",2,TLA,2485313127206.51,2674668648634.99,2827547410518.71,3153382700431.56,3380620773325.79,3497981688301.82,3666224392986.45,3933657609936.87,4069635704423.92,4138496510798.89,4390400207242.25,4519100170685.07,4595630231933.92,4756200730954.23,5183899181011.75,5629263008588.36,6184034572416.73,6721667783856.84,7148351908795.62,7117028538238.14,7660006294206.37,8257208398389.27,8647301395345.05,9033976035636.79,9318970678678.07,9357420219719.92,9483928901772.54,9848897641651.3
"Timor-Leste",1,TLS,,,,,,,,,,,2285373904.06288,2552591981.70752,2413808027.60453,2432827000.73452,4101294571.58089,5752138904.66022,8399676992.2338,9069817267.75386,10172941004.7525,9629207399.74379,9633033169.31918,10995180308.52,11753678762.5472,10629557602.4442,8001660294.61393,9777359185.2782,9983744871.50366,9350313374.91718
"Middle East & North Africa (IDA & IBRD countries)",2,TMN,1189903490884.68,1208088325208.22,1291592329215.96,1358584577252.08,1407581425977.42,1476552749302.14,1590803940525.73,1672634941806.26,1799422551021.61,1908534086292.26,2039972844101.54,2135390680226.55,2241597469097.97,2345192067073.75,2599578728511.49,2803923163514.14,3051884420921.59,3324472211970.21,3514023891150.58,3632161171862.2,3869739260676.03,3925331934926.15,4097530839555.48,4236986655689.52,4410441118295.41,4498644412399.14,4869965272225.62,5131923485420.57
"Tonga",1,TON,219814893.384055,241701807.390801,247834459.580158,263215677.680733,282130503.685354,298705579.532156,304189682.011714,308988785.824162,320834102.475867,338388312.730763,357751030.278795,379082904.018184,398061633.720213,414560031.455585,424462370.250472,445051830.457664,454999143.341359,447649521.096058,470577828.824345,485012536.329199,508539525.278994,533494964.58507,548159536.871546,539630204.408936,560699948.076173,587818380.067493,615436374.861243,643425797.705442
"South Asia (IDA & IBRD)",2,TSA,1353093906903.17,1426282230776.06,1543297817312.1,1648044722628.58,1783840940304.18,1946499042983.44,2116703190005.45,2232573631189.86,2380952920302.2,2602187621855.9,2769939330189.75,2953399065060.68,3109662482752.78,3399175742351.87,3755966275516.24,4216469572810.59,4719773451093.72,5276706926459.93,5585555253763.36,6050167613274.55,6668189273153.27,7229809168063.42,7765110476871.95,8367484104815.02,9109743004506.26,9904845480519.6,10714954609781.6,11613390508172.9
"Sub-Saharan Africa (IDA & IBRD countries)",2,TSS,832189999441.705,861816416507.655,870965735309.356,896165233877.907,930859048844.642,981158883503.441,1052579505249.45,1109552812267.84,1150051421302.14,1193922813727.4,1264771447073.1,1347107847024.01,1418144079108.99,1519565677522.23,1752361416935.92,1909595818853.45,2105993392819.34,2316535845039.46,2492138558985.97,2594041885901.05,2775338320568.38,2971776201117.42,3141903223023.63,3357969315450.09,3587814701831.34,3748048233061.72,3854214296807.75,4038542065321.67
"Trinidad and Tobago",1,TTO,9678766338.37583,10269155179.7399,10330235864.5874,10422298897.9096,11023657296.7047,11777671343.9025,12848293999.7784,14051294197.773,15357782484.479,16844100235.5488,18416315263.4283,19621188232.7543,21503580795.0418,25099719800.0882,27840083729.3485,30520085495.4233,35612700879.3886,38298629062.8639,40373855857.8804,38894355344.5729,40677766313.2603,41395401723.1008,42703441026.8985,43818725810.6323,44492651731.1905,45657490776.6429,43485444546.5209,43233781539.1939
"Tunisia",1,TUN,29877809895.0661,32077719515.518,35369924828.673,37004437010.0057,38993123943.4968,40742509413.685,44450929204.7321,47671651963.4032,50494259418.675,54371012636.8822,58227305821.8743,61815037157.2642,63594068492.8406,67912256344.0084,74130969414.0828,79184001808.1924,85896886903.8183,94099629320.7603,100011455446.514,103837890460.257,108795978224.36,108913333410.658,115353776020.692,120587343206.788,126398929207.085,129243611180.024,132343304501.368,137358615108.885
"Turkey",1,TUR,331416694772.344,345648326933.626,374697738176.833,414443140945.211,400168521775.111,437888875726.293,476335296014.446,520531494485.261,557400034114.081,545462779629.96,605983308241.844,592032285377.262,607794104365.151,634670817207.159,728003393846.414,807227201652.55,936690785335.343,1033065283709.58,1130486451656.89,1104561492585.16,1261588231263.74,1443295182244.23,1539111515743.4,1690856051701.68,1851026230778.7,1944646546505.59,2007466260893.39,2140141581684.52
"Tuvalu",1,TUV,13696122.2471752,14662768.4769259,15415260.404608,16430780.2369851,18506064.3732732,17946600.6842577,17184832.8878557,19227410.6988262,22448906.4725386,22436020.6817878,22723837.538512,23621485.5273367,25875533.0806692,25511735.2824015,25858786.4272466,25681987.3835367,27037205.0147586,29519466.7880778,32501368.0276926,31296515.9095913,30814106.9173687,33814063.1123344,33116098.4601793,35191008.0819356,36305433.0915176,40054511.1755507,41796670.5130282,43927980.0102594
"Tanzania",1,TZA,23560053608.1349,24848663127.7067,25563607032.7518,26487412251.3908,27475169324.1618,29049508981.2976,30924038958.8155,32562121514.9737,34136179238.5193,36336180085.3522,38996583323.3603,42277527448.8603,46001605856.219,50149845758.2519,55562656982.8642,62037908171.6921,66924027956.328,74520563189.059,80211998963.2628,85171231203.3066,91693558658.3756,100984255978.622,108131684527.383,117858526432.161,128330033530.681,138749426012.081,150311178324.883,163886238965.438
"Uganda",1,UGA,8672761941.50817,9459162667.89277,10005507884.2197,11096474272.4771,12058321821.6352,13728309928.184,15247111886.7782,16298978456.4178,17284049006.9391,18961901796.9936,20002705771.1459,21519049389.8773,23757432494.3438,25799715317.6628,28313674263.0689,31075379405.7497,35484462102.6521,39493370772.1949,43774924599.5769,47107336785.8344,50370840743.8331,56239143509.149,59473003925.5534,62601189784.9991,66978655166.0543,71217433706.9392,75484628669.2301,79889485851.3336
"Ukraine",1,UKR,350956133092.535,332137583802.374,306760473612.148,269380723110.913,212018846824.217,190035087671.25,174153851810.439,171820466244.62,170385140522.166,172646596457.625,186993140985.449,208849946047.551,223082967621.666,248919316078.967,286711335489.906,303926959079.486,336132707321.657,372339520057.541,388375175855.858,333408586369.34,351654858336.286,378531847053.314,386424725964.751,392560554565.575,373421097180.583,340580494090.133,352885130449.967,368217198698.571
"Upper middle income",2,UMC,6679950047278.75,6981531335722.04,7245486205127.5,7851665999514.33,8263541084945.26,8780229904538.13,9368563141765.24,10026877015355.9,10445243887807.6,10990644405221,11987646384420.1,12736750968716.4,13602887448970,14670214308749.3,16321906300284.2,18193365698800.4,20697894814569.5,23272403443044.7,25653151764843.1,26619920549424,29070210924493.7,31975469481465.2,34353633946817.1,36632014331470.9,38908183704047.6,40550475986383,42842091606467.4,45790442280947
"Uruguay",1,URY,19780719697.1098,21162424981.3343,23361612242.0879,24553063240.1817,26901424319.4718,27064954162.997,29096270936.4059,32123877818.6644,33939900962.4173,33791051947.8926,33892990499.5023,33332795970.6565,31227637053.7375,32106819321.21,34640523182.4543,38422509831.8609,41226109394.3477,45091856462.5606,49275715722.0288,51756824638.4971,56477081185.8229,60618737180.8227,63919673085.8116,67964153524.5731,71424610490.3745,72466834324.0419,74631532182.5715,77992789938.2474
"United States",1,USA,5979589000000,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14964372000000,15517926000000,16155255000000,16691517000000,17427609000000,18120714000000,18624475000000,19390604000000
"Uzbekistan",1,UZB,40710368868.1711,41858456958.1569,38017625792.5202,38026954733.4045,36816735480.4459,37246352009.6561,38571051237.2352,41271218385.7619,43513038866.0929,46078622346.1818,48917982240.376,52134151107.6466,55051854291.987,58507903247.744,64745693914.7011,71507004459.4774,79084274281.4436,89243855759.1806,99183976971.0145,108032128949.147,118646462895.906,131147044195.496,144514993171.388,158596834200.794,174023623053.327,189983655266.427,207415249229.281,222338114625.02
"St. Vincent and the Grenadines",1,VCT,387453338.753688,404896696.267648,440535795.487668,470190143.66177,474204825.98444,521696883.047633,538058214.278282,566453318.364898,596017201.38798,621542982.629987,646095288.086489,672115298.603464,725585469.547554,796962663.687529,852911767.237413,902258667.154726,1001478559.92414,1011870607.7648,1100504460.08937,1085586379.3422,1061995124.3797,1079375927.09453,1114435424.11406,1153183058.68163,1185432129.09936,1220125617.3586,1251387837.02804,1294240258.84962
"Venezuela, RB",1,VEN,185509763934.999,210335165930.937,228167750220.356,234239754597.564,233604084811.671,247900090123.585,251926246765.754,272562719187.949,276330905899.658,263808961257.559,279759803713.538,295847358414.696,273787594862.529,257590625112.442,313073478243.551,356489084333.542,403715740363.329,450740054764.567,483837885930.887,471900699092.197,470552831794.17,500326029131.469,538208922298.835,554246429722.117,542221478965.13,,,
"British Virgin Islands",1,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands (U.S.)",1,VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vietnam",1,VNM,64051732955.2774,70128810523.7725,77929020063.8838,86223834452.7583,95842292089.7693,107175777679.201,119325307366.446,131261550320.378,140334704100.294,149283792061.402,163043701562.966,177086531827.525,191170184846.659,208434173452.706,230305925904.982,255657378345.426,281899592796.377,310034809923.765,334014283627.395,354717577204.438,382112549760.687,414339040368.18,444113766345.741,475754446778.265,513271091960.746,553491803883.736,595368159347.916,647368428209.004
"Vanuatu",1,VUT,241607234.076371,257486452.447393,270182217.044254,278687184.870626,310394128.338988,320073890.194727,333505841.554115,355880194.027328,375216603.249159,382234029.627377,414082998.395068,408745027.522716,393807205.261331,418904935.702343,447574980.677664,486474246.643636,543866039.915348,587225946.180946,637355245.041781,663470297.749689,682514069.965599,705126498.576747,730716419.254986,757138796.280689,788692665.92681,790858818.807033,832991141.104063,886144130.441746
"World",2,WLD,28799937344497.1,30255465140460.5,31639405427560.3,33228364894122.2,35056771837530.6,37019420321533.5,39187345627434.9,41449066422299.9,43017117419184.4,45183276592306.7,48530987100544.1,50874686418324.9,53278165235121.3,56270491539195.9,60923048909595.3,65720420256467.6,71998674334183.9,78024222177970.9,82629699785736.6,83420252930426,88996151079315,95092851339699.1,100128227167724,105567520983192,110941759329748,115588492178367,120848150856384,127570265147673
"Samoa",1,WSM,384129636.658421,387786358.816287,395832930.993789,421866065.669493,419891467.790252,457255548.344325,499028472.755836,510835190.323414,527712994.287706,547498036.205221,598698675.855191,654837555.682099,693772925.916612,739559001.600242,795039961.803137,854730538.38123,898335143.189789,980552975.725923,1009876347.8444,968619332.898882,985147468.773358,1063589611.12987,1087536991.26951,1083729702.36492,1116374769.3996,1146929239.59324,1244557312.61995,1298624616.67434
"Kosovo",1,XKX,,,,,,,,,,,6229040709.45159,8089501161.053,8156111397.73715,8816222140.72202,9295266921.46789,10173204464.4962,10957929191.6977,12069208574.984,12631429981.5883,13152663169.3661,13753916872.7899,14713466075.8931,15418349077.7518,16204939546.3444,16693396423.2523,17565340714.3797,18513273149.1111,19688084046.2819
"Yemen, Rep.",1,YEM,25927653919.0451,28476727763.807,31516403473.0628,33557546044.1388,36575421128.6656,39455111098.0008,42037501207.2681,44993639817.8026,48213897081.4018,50799912202.0489,55167742557.8297,58571166421.9387,61810601051.2985,65405616667.4174,69873903163.2506,76155083914.8045,80983376711.9397,85914139614.2841,90794692518.9401,95021208854.7473,103589963503.518,92285413833.7169,96234402311.2238,102505344458.11,104148195903.614,66170399866.1705,44001952193.3262,
"South Africa",1,ZAF,235395318777.659,240753861635.949,240979636758.647,249756428544.464,263320956641.322,277188207898.146,294404098390.004,307368575351.905,312311772886.078,324568499252.368,345745301632.361,363297875769.16,382404534729,401532182738.697,431364132909.978,468739886772.709,510214418212.755,551870678173.653,580652169415.097,576063002575.7,600823646477.967,633367849861.212,659311713299.008,686609386380.852,711841118297.591,728767607865.158,742237972542.305,765567479795.131
"Zambia",1,ZMB,12150601761.2953,12550499570.6832,12614403095.0776,13792368910.9225,12870918681.7362,13520099702.4571,14623018439.5615,15440560402.6138,15547922281.551,16519927774.5409,17554327529.7081,18908983630.9441,20064381490.16,21885729117.6387,24068937296.7576,26640956610.4257,29629747891.2156,32958963864.661,36217946838.381,39857780124.7318,44499351077.3636,47945443548.246,52538435071.8755,56087980476.6623,59775639302.8782,62188170852.9905,65347897038.6141,69235695458.9533
"Zimbabwe",1,ZWE,17150514630.9031,18701679419.1182,17403496037.2217,18004915078.4388,20086259659.9194,20537597573.733,23079205417.1998,24103455080.6219,25068022339.3199,25243494909.4873,25028096639.0094,25966981475.3398,24020643733.7391,20335898696.6576,19681589477.5674,19154672468.0592,19059746741.6297,18852144554.702,15825634377.9024,17862437199.1847,20355325126.9453,23984528417.4111,28036449314.747,30064634305.2482,31255173536.4788,32127927276.0416,32738155189.5175,34476039351.9947
